pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
13-03-2019 17:13,13-03-2019 18:07,1,13.1,46,9.55,0,57.35,yellow,credit card,JFK Airport,Park Slope,Queens,Brooklyn
18-03-2019 16:09,18-03-2019 16:21,3,1.1,9,2.65,0,15.95,yellow,credit card,West Chelsea/Hudson Yards,Clinton East,Manhattan,Manhattan
07-03-2019 11:58,07-03-2019 12:01,1,0.5,4,0,0,7.3,yellow,credit card,Upper East Side North,Lenox Hill East,Manhattan,Manhattan
07-03-2019 08:56,07-03-2019 09:09,1,1.03,9.5,1.28,0,14.08,yellow,credit card,Midtown North,Clinton East,Manhattan,Manhattan
05-03-2019 21:34,05-03-2019 21:47,1,1.7,10,2.75,0,16.55,yellow,credit card,Upper East Side South,Garment District,Manhattan,Manhattan
20-03-2019 20:47,20-03-2019 21:12,1,3.89,18.5,4.46,0,26.76,yellow,credit card,TriBeCa/Civic Center,Murray Hill,Manhattan,Manhattan
13-03-2019 19:37,13-03-2019 19:59,1,2.7,15,2,0,21.3,yellow,credit card,Upper East Side North,Midtown South,Manhattan,Manhattan
17-03-2019 20:38,17-03-2019 20:46,1,1.1,7,0,0,10.8,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan
23-03-2019 10:51,23-03-2019 11:05,1,2.91,12,0.01,0,15.31,yellow,credit card,Penn Station/Madison Sq West,Upper East Side South,Manhattan,Manhattan
14-03-2019 15:55,14-03-2019 16:15,2,2.63,15,0,0,18.3,yellow,cash,East Chelsea,Hudson Sq,Manhattan,Manhattan
05-03-2019 15:31,05-03-2019 15:37,1,1,6,1.3,0,10.6,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
11-03-2019 22:28,11-03-2019 22:57,1,4.9,21.5,6.3,0,31.6,yellow,credit card,West Village,Yorkville East,Manhattan,Manhattan
15-03-2019 21:33,15-03-2019 21:42,1,1.08,7,2.16,0,12.96,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
19-03-2019 16:53,19-03-2019 16:56,1,0.94,5,1.86,0,11.16,yellow,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
04-03-2019 11:01,04-03-2019 11:26,1,10.99,33,8.41,5.76,50.47,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
23-03-2019 22:18,23-03-2019 22:26,2,1.3,7,1,0,11.8,yellow,credit card,West Village,TriBeCa/Civic Center,Manhattan,Manhattan
31-03-2019 14:20,31-03-2019 14:24,1,0.48,4,1.46,0,8.76,yellow,credit card,UN/Turtle Bay South,Midtown East,Manhattan,Manhattan
02-03-2019 18:48,02-03-2019 18:54,1,0.94,6,1.86,0,11.16,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
26-03-2019 23:10,26-03-2019 23:15,1,0.81,5.5,1.4,0,10.7,yellow,credit card,Greenwich Village South,Greenwich Village South,Manhattan,Manhattan
15-03-2019 17:36,15-03-2019 17:38,1,0.3,3.5,0,0,7.8,yellow,cash,East Chelsea,Flatiron,Manhattan,Manhattan
11-03-2019 17:26,11-03-2019 17:27,1,0.2,3,1,0,8.3,yellow,credit card,Yorkville East,Yorkville East,Manhattan,Manhattan
11-03-2019 15:20,11-03-2019 15:29,1,0.8,7,2.05,0,12.35,yellow,credit card,TriBeCa/Civic Center,Little Italy/NoLiTa,Manhattan,Manhattan
30-03-2019 19:05,30-03-2019 19:15,1,1.6,9,0,0,12.3,yellow,cash,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
29-03-2019 17:15,29-03-2019 17:16,1,0.33,3,1.46,0,8.76,yellow,credit card,Yorkville West,Yorkville West,Manhattan,Manhattan
12-03-2019 06:55,12-03-2019 07:09,3,6.04,19,4.46,0,26.76,yellow,credit card,UN/Turtle Bay South,Battery Park City,Manhattan,Manhattan
19-03-2019 00:33,19-03-2019 00:44,1,2.12,10.5,0,0,11.8,yellow,cash,Woodside,North Corona,Queens,Queens
06-03-2019 13:14,06-03-2019 13:21,1,0.52,6.5,0,0,7.3,yellow,credit card,East Williamsburg,East Williamsburg,Brooklyn,Brooklyn
04-03-2019 18:50,04-03-2019 19:08,1,11.48,31,0,0,32.8,yellow,cash,JFK Airport,Elmhurst,Queens,Queens
03-03-2019 14:44,03-03-2019 15:06,2,3.43,15.5,2,0,20.8,yellow,credit card,East Village,Lenox Hill West,Manhattan,Manhattan
07-03-2019 15:39,07-03-2019 15:47,1,0.88,6.5,1.96,0,11.76,yellow,credit card,Gramercy,Flatiron,Manhattan,Manhattan
22-03-2019 10:12,22-03-2019 10:37,5,3.3,16.5,0,0,19.8,yellow,credit card,Midtown East,Upper West Side South,Manhattan,Manhattan
29-03-2019 08:12,29-03-2019 08:15,2,0.5,4,0,0,7.3,yellow,cash,Manhattan Valley,Upper West Side North,Manhattan,Manhattan
06-03-2019 20:02,06-03-2019 20:11,1,0.99,7,1.66,0,9.96,yellow,credit card,Boerum Hill,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
23-03-2019 17:14,23-03-2019 17:17,1,0.5,4,1.46,0,8.76,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
02-03-2019 05:55,02-03-2019 06:02,1,1.34,7.5,0,0,11.3,yellow,cash,Yorkville West,Lenox Hill East,Manhattan,Manhattan
10-03-2019 15:02,10-03-2019 15:19,2,3.26,15,3.66,0,21.96,yellow,credit card,Clinton East,Long Island City/Hunters Point,Manhattan,Queens
13-03-2019 21:12,13-03-2019 21:24,1,2,10,2.76,0,16.56,yellow,credit card,Times Sq/Theatre District,Lincoln Square West,Manhattan,Manhattan
04-03-2019 20:58,04-03-2019 21:12,6,3.95,14,3.56,0,21.36,yellow,credit card,Penn Station/Madison Sq West,Bloomingdale,Manhattan,Manhattan
25-03-2019 08:21,25-03-2019 08:26,2,1.2,6,0,0,9.3,yellow,cash,Upper West Side North,Lincoln Square West,Manhattan,Manhattan
14-03-2019 18:14,14-03-2019 18:31,2,2.36,12.5,3.36,0,20.16,yellow,credit card,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
28-03-2019 14:29,28-03-2019 14:38,1,1.63,8,2.82,0,14.12,yellow,credit card,Meatpacking/West Village West,Union Sq,Manhattan,Manhattan
12-03-2019 06:23,12-03-2019 06:28,1,1.2,6,1.85,0,11.15,yellow,credit card,East Village,Union Sq,Manhattan,Manhattan
11-03-2019 19:04,11-03-2019 19:17,1,1.86,9.5,0,0,13.8,yellow,cash,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
12-03-2019 08:32,12-03-2019 08:46,1,2.2,11,0,0,14.3,yellow,cash,Midtown Center,East Chelsea,Manhattan,Manhattan
04-03-2019 07:11,04-03-2019 07:17,1,0.8,6,0,0,9.3,yellow,credit card,Garment District,Murray Hill,Manhattan,Manhattan
25-03-2019 21:35,25-03-2019 21:43,1,2.12,8.5,1.84,0,14.14,yellow,credit card,Lincoln Square East,Manhattan Valley,Manhattan,Manhattan
13-03-2019 21:07,13-03-2019 21:11,1,0.86,5,2.2,0,11,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
20-03-2019 22:13,20-03-2019 22:17,1,0.5,4.5,1.66,0,9.96,yellow,credit card,Greenwich Village North,West Village,Manhattan,Manhattan
13-03-2019 22:39,13-03-2019 22:48,2,1.94,8.5,3.08,0,15.38,yellow,credit card,Clinton East,Flatiron,Manhattan,Manhattan
15-03-2019 09:11,15-03-2019 09:19,4,0.66,6.5,0,0,9.8,yellow,cash,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan
27-03-2019 23:11,27-03-2019 23:32,2,5.1,19.5,0,0,23.3,yellow,cash,SoHo,Upper East Side North,Manhattan,Manhattan
29-03-2019 16:13,29-03-2019 16:24,1,1.6,9.5,0,0,11.3,yellow,cash,Sunnyside,Astoria,Queens,Queens
15-03-2019 04:42,15-03-2019 04:54,1,4.1,14,4.45,0,22.25,yellow,credit card,Clinton East,TriBeCa/Civic Center,Manhattan,Manhattan
12-03-2019 19:57,12-03-2019 20:01,1,0.61,5,1.86,0,11.16,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
21-03-2019 18:37,21-03-2019 18:48,6,2.05,9,2.66,0,15.96,yellow,credit card,Clinton East,Upper West Side South,Manhattan,Manhattan
21-03-2019 20:26,21-03-2019 20:41,4,1.9,11,1,0,15.8,yellow,credit card,Gramercy,Sutton Place/Turtle Bay North,Manhattan,Manhattan
12-03-2019 14:59,12-03-2019 15:04,1,0.4,4.5,1.55,0,9.35,yellow,credit card,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
25-03-2019 10:46,25-03-2019 10:48,2,0.41,3.5,1.36,0,8.16,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
31-03-2019 22:32,31-03-2019 22:34,1,0.4,3.5,1.45,0,8.75,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
02-03-2019 19:12,02-03-2019 19:15,1,1,5,1.66,0,9.96,yellow,credit card,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
28-03-2019 20:01,28-03-2019 20:18,1,8.1,24,6.7,5.76,40.26,yellow,credit card,LaGuardia Airport,Upper East Side North,Queens,Manhattan
20-03-2019 14:05,20-03-2019 14:39,2,11.2,35.5,0,0,36.3,yellow,credit card,Van Cortlandt Village,Lenox Hill East,Bronx,Manhattan
21-03-2019 18:36,21-03-2019 18:47,1,1.1,8.5,0,0,12.8,yellow,cash,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan
17-03-2019 11:26,17-03-2019 11:40,5,1.79,10.5,1,0,14.8,yellow,credit card,Lincoln Square West,East Chelsea,Manhattan,Manhattan
28-03-2019 08:35,28-03-2019 08:51,2,2.05,11.5,2.96,0,17.76,yellow,credit card,Upper West Side North,Lenox Hill West,Manhattan,Manhattan
20-03-2019 11:15,20-03-2019 11:42,1,2.9,17,0,0,20.3,yellow,cash,Lower East Side,Penn Station/Madison Sq West,Manhattan,Manhattan
11-03-2019 20:33,11-03-2019 20:42,1,1.6,8,2.12,0,13.92,yellow,credit card,Midtown East,Flatiron,Manhattan,Manhattan
11-03-2019 13:22,11-03-2019 13:28,1,0.7,5.5,1.2,0,10,yellow,credit card,SoHo,West Village,Manhattan,Manhattan
06-03-2019 15:57,06-03-2019 16:11,6,1.94,10.5,3.45,0,17.25,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
09-03-2019 08:10,09-03-2019 08:13,1,0.68,4.5,0,0,5.3,yellow,cash,East Harlem South,East Harlem South,Manhattan,Manhattan
07-03-2019 21:31,07-03-2019 21:37,1,1.98,7.5,2.26,0,13.56,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan
21-03-2019 07:47,21-03-2019 07:57,1,2.39,10,0,0,10.8,yellow,cash,Hamilton Heights,Manhattan Valley,Manhattan,Manhattan
11-03-2019 08:48,11-03-2019 08:59,1,1.6,9.5,1,0,13.8,yellow,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
18-03-2019 18:35,18-03-2019 18:39,5,1.23,5.5,2.94,0,12.74,yellow,credit card,West Chelsea/Hudson Yards,Clinton West,Manhattan,Manhattan
15-03-2019 10:45,15-03-2019 11:01,1,1.38,11,2.86,0,17.16,yellow,credit card,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
16-03-2019 21:47,16-03-2019 22:34,1,18.4,52,9,0,64.3,yellow,credit card,JFK Airport,Stuy Town/Peter Cooper Village,Queens,Manhattan
16-03-2019 19:05,16-03-2019 19:10,3,0.4,5,1.65,0,9.95,yellow,credit card,East Village,East Village,Manhattan,Manhattan
30-03-2019 23:01,30-03-2019 23:20,2,3.1,14.5,3.65,0,21.95,yellow,credit card,Lower East Side,Williamsburg (North Side),Manhattan,Brooklyn
17-03-2019 20:59,17-03-2019 21:01,2,0.52,3.5,1.46,0,8.76,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan
27-03-2019 12:06,27-03-2019 12:38,1,10.7,34,10.75,5.76,53.81,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
12-03-2019 20:28,12-03-2019 20:43,1,2.8,12,3.15,0,18.95,yellow,credit card,Upper East Side South,East Village,Manhattan,Manhattan
17-03-2019 03:06,17-03-2019 03:25,2,5.24,18,4.36,0,26.16,yellow,credit card,Greenwich Village South,Upper East Side North,Manhattan,Manhattan
19-03-2019 12:36,19-03-2019 12:49,1,1.76,9.5,1,0,13.8,yellow,credit card,Gramercy,Greenwich Village South,Manhattan,Manhattan
27-03-2019 14:45,27-03-2019 14:59,1,1.27,9.5,3.2,0,16,yellow,credit card,UN/Turtle Bay South,Times Sq/Theatre District,Manhattan,Manhattan
14-03-2019 19:41,14-03-2019 19:54,1,2.05,10.5,1.08,0,15.88,yellow,credit card,Lower East Side,West Village,Manhattan,Manhattan
28-03-2019 00:04,28-03-2019 00:27,6,4.03,17,2.08,0,22.88,yellow,credit card,Times Sq/Theatre District,Two Bridges/Seward Park,Manhattan,Manhattan
21-03-2019 07:18,21-03-2019 07:26,1,1.1,7,2.05,0,12.35,yellow,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
17-03-2019 06:30,17-03-2019 06:34,1,0.55,4.5,1.2,0,9,yellow,credit card,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
28-03-2019 21:08,28-03-2019 21:26,3,2.68,12.5,0,0,16.3,yellow,cash,Midtown Center,Greenwich Village North,Manhattan,Manhattan
19-03-2019 15:12,19-03-2019 15:33,1,1.7,13,3.25,0,19.55,yellow,credit card,Sutton Place/Turtle Bay North,Penn Station/Madison Sq West,Manhattan,Manhattan
27-03-2019 18:52,27-03-2019 18:57,6,0.58,5,2.32,0,11.62,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
01-03-2019 00:08,01-03-2019 00:29,3,7.35,22.5,1,0,27.3,yellow,credit card,East Chelsea,Mott Haven/Port Morris,Manhattan,Bronx
13-03-2019 17:26,13-03-2019 17:51,1,2.9,16,4.06,0,24.36,yellow,credit card,Central Park,Union Sq,Manhattan,Manhattan
14-03-2019 10:43,14-03-2019 11:01,5,1.96,12.5,3.16,0,18.96,yellow,credit card,Union Sq,Clinton East,Manhattan,Manhattan
22-03-2019 21:33,22-03-2019 21:41,2,1,7,2.15,0,12.95,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
08-03-2019 19:25,08-03-2019 20:11,1,9.9,35,7.85,0,47.15,yellow,credit card,Times Sq/Theatre District,Park Slope,Manhattan,Brooklyn
31-03-2019 13:33,31-03-2019 13:37,2,0.8,4.5,0,0,7.8,yellow,cash,Upper East Side South,Central Park,Manhattan,Manhattan
16-03-2019 08:01,16-03-2019 08:05,1,1.56,6.5,1.96,0,11.76,yellow,credit card,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
28-03-2019 20:44,28-03-2019 21:00,2,2.7,13.5,0,0,17.3,yellow,cash,West Chelsea/Hudson Yards,SoHo,Manhattan,Manhattan
24-03-2019 20:21,24-03-2019 21:06,1,19.98,52,10,5.76,71.06,yellow,credit card,JFK Airport,Upper East Side South,Queens,Manhattan
03-03-2019 10:41,03-03-2019 11:15,2,5.88,26,8.79,0,38.09,yellow,credit card,Yorkville West,West Chelsea/Hudson Yards,Manhattan,Manhattan
26-03-2019 08:42,26-03-2019 08:45,1,0.5,4.5,1.55,0,9.35,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
05-03-2019 18:44,05-03-2019 19:01,1,1.27,11,3.06,0,18.36,yellow,credit card,Gramercy,Flatiron,Manhattan,Manhattan
21-03-2019 18:09,21-03-2019 18:24,1,1.77,11.5,4.74,0,20.54,yellow,credit card,Sutton Place/Turtle Bay North,Lincoln Square East,Manhattan,Manhattan
12-03-2019 09:02,12-03-2019 09:09,1,1.38,7,2.06,0,12.36,yellow,credit card,Meatpacking/West Village West,Battery Park City,Manhattan,Manhattan
18-03-2019 08:28,18-03-2019 08:34,3,0.55,5,3,0,11.3,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
10-03-2019 12:15,10-03-2019 12:26,4,1.8,9,2.45,0,14.75,yellow,credit card,Upper East Side North,Lincoln Square East,Manhattan,Manhattan
20-03-2019 16:15,20-03-2019 17:20,1,10.2,43,0,0,46.3,yellow,cash,Midtown Center,Parkchester,Manhattan,Bronx
22-03-2019 13:11,22-03-2019 13:16,1,0.7,5.5,1.75,0,10.55,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
20-03-2019 08:56,20-03-2019 09:23,2,1.9,16.5,0,0,19.8,yellow,cash,East Chelsea,Sutton Place/Turtle Bay North,Manhattan,Manhattan
23-03-2019 19:02,23-03-2019 19:13,2,1.55,9,0,0,12.3,yellow,cash,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
29-03-2019 12:52,29-03-2019 13:09,1,2.5,13,2,0,18.3,yellow,credit card,East Harlem North,Lenox Hill West,Manhattan,Manhattan
07-03-2019 19:39,07-03-2019 20:02,1,3.8,17.5,4.35,0,26.15,yellow,credit card,Penn Station/Madison Sq West,Two Bridges/Seward Park,Manhattan,Manhattan
20-03-2019 10:15,20-03-2019 10:26,1,1.7,9,1.5,0,13.8,yellow,credit card,Lenox Hill East,East Harlem South,Manhattan,Manhattan
18-03-2019 16:53,18-03-2019 17:41,1,24.57,78,0,5.76,85.56,yellow,cash,JFK Airport,,Queens,
02-03-2019 19:09,02-03-2019 19:15,6,0.87,6,0,0,9.3,yellow,cash,Flatiron,Meatpacking/West Village West,Manhattan,Manhattan
27-03-2019 13:35,27-03-2019 14:13,1,6,28.5,0,0,31.8,yellow,cash,Times Sq/Theatre District,Seaport,Manhattan,Manhattan
03-03-2019 12:22,03-03-2019 12:36,1,2.18,11,0,0,11.8,yellow,cash,Fordham South,University Heights/Morris Heights,Bronx,Bronx
14-03-2019 16:28,14-03-2019 17:24,1,18.9,52,13.1,5.76,78.66,yellow,credit card,JFK Airport,Lenox Hill West,Queens,Manhattan
13-03-2019 13:16,13-03-2019 13:29,1,1.93,10.5,2.76,0,16.56,yellow,credit card,Upper East Side South,Kips Bay,Manhattan,Manhattan
02-03-2019 16:11,02-03-2019 16:30,1,4.8,17.5,0,0,20.8,yellow,cash,Lincoln Square East,Manhattanville,Manhattan,Manhattan
04-03-2019 07:27,04-03-2019 07:32,1,0.5,5,0,0,8.3,yellow,cash,East Chelsea,Garment District,Manhattan,Manhattan
20-03-2019 21:29,20-03-2019 21:33,1,0.63,4.5,1.66,0,9.96,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill West,Manhattan,Manhattan
26-03-2019 17:34,26-03-2019 18:31,1,17.5,52,13.1,5.76,78.66,yellow,credit card,Clinton West,JFK Airport,Manhattan,Queens
31-03-2019 13:55,31-03-2019 14:30,1,10.19,33,10.52,5.76,52.58,yellow,credit card,LaGuardia Airport,Lincoln Square East,Queens,Manhattan
30-03-2019 23:40,31-03-2019 00:12,3,10.51,33.5,0,0,37.3,yellow,cash,Kips Bay,East Tremont,Manhattan,Bronx
30-03-2019 15:36,30-03-2019 15:57,1,2.53,14.5,3.56,0,21.36,yellow,credit card,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan
14-03-2019 20:48,14-03-2019 20:57,1,1.7,9,0,0,12.8,yellow,cash,Midtown North,Upper East Side North,Manhattan,Manhattan
15-03-2019 10:03,15-03-2019 10:09,1,0.7,5.5,2.6,0,11.4,yellow,credit card,Upper West Side North,Upper West Side South,Manhattan,Manhattan
22-03-2019 23:27,22-03-2019 23:43,1,3.32,13.5,0,0,14.8,yellow,cash,East Harlem South,Mott Haven/Port Morris,Manhattan,Bronx
22-03-2019 08:41,22-03-2019 08:46,5,0.86,5.5,1.32,0,10.12,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
01-03-2019 22:57,01-03-2019 23:10,1,2.24,10.5,2.86,0,17.16,yellow,credit card,Clinton East,Upper West Side South,Manhattan,Manhattan
06-03-2019 23:17,06-03-2019 23:24,2,1.6,7.5,7,0,18.3,yellow,credit card,Penn Station/Madison Sq West,Hudson Sq,Manhattan,Manhattan
15-03-2019 12:48,15-03-2019 13:38,1,21.36,52,10,5.76,71.06,yellow,credit card,Lincoln Square East,JFK Airport,Manhattan,Queens
27-03-2019 14:16,27-03-2019 14:26,1,0.6,7.5,2.15,0,12.95,yellow,credit card,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan
09-03-2019 14:10,09-03-2019 14:13,2,0.5,4.5,1.56,0,9.36,yellow,credit card,Central Park,Central Park,Manhattan,Manhattan
10-03-2019 17:12,10-03-2019 17:28,2,3.25,14,2,0,19.3,yellow,credit card,Battery Park City,Union Sq,Manhattan,Manhattan
21-03-2019 18:53,21-03-2019 19:13,1,1.57,13,2.5,0,19.8,yellow,credit card,Midtown Center,West Chelsea/Hudson Yards,Manhattan,Manhattan
12-03-2019 22:12,12-03-2019 22:20,1,1.59,7.5,2.26,0,13.56,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
31-03-2019 18:49,31-03-2019 18:56,1,1.2,7,2.06,0,12.36,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
13-03-2019 15:27,13-03-2019 15:33,1,0.8,5.5,0,0,8.8,yellow,cash,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
13-03-2019 21:25,13-03-2019 21:31,1,1.68,7,2.16,0,12.96,yellow,credit card,Hudson Sq,Gramercy,Manhattan,Manhattan
21-03-2019 23:27,21-03-2019 23:34,4,0.87,6,0,0,9.8,yellow,cash,Greenwich Village South,Lower East Side,Manhattan,Manhattan
17-03-2019 00:09,17-03-2019 00:20,1,2.2,10,1,0,14.8,yellow,credit card,Lower East Side,Flatiron,Manhattan,Manhattan
11-03-2019 14:41,11-03-2019 15:08,2,8.9,28.5,3,5.76,40.56,yellow,credit card,LaGuardia Airport,Clinton East,Queens,Manhattan
27-03-2019 20:09,27-03-2019 20:32,1,3.21,16,3.96,0,23.76,yellow,credit card,Times Sq/Theatre District,Little Italy/NoLiTa,Manhattan,Manhattan
27-03-2019 11:31,27-03-2019 11:38,1,0.8,6,1,0,10.3,yellow,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
22-03-2019 06:30,22-03-2019 06:40,1,2.34,10,2.66,0,15.96,yellow,credit card,Upper East Side North,Murray Hill,Manhattan,Manhattan
26-03-2019 20:05,26-03-2019 20:18,1,1.8,10,1,0,14.8,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
19-03-2019 20:43,19-03-2019 20:51,3,0.6,6.5,0,0,10.3,yellow,cash,Midtown East,UN/Turtle Bay South,Manhattan,Manhattan
09-03-2019 11:33,09-03-2019 11:58,1,4.23,19,2.5,0,24.8,yellow,credit card,Lower East Side,Midtown North,Manhattan,Manhattan
04-03-2019 16:12,04-03-2019 16:19,1,1,6.5,2.15,0,12.95,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan
27-03-2019 10:26,27-03-2019 10:50,1,2.7,16,2,0,21.3,yellow,credit card,Midtown East,East Harlem South,Manhattan,Manhattan
28-03-2019 19:27,28-03-2019 19:53,1,4.3,18.5,4.55,0,27.35,yellow,credit card,Alphabet City,Park Slope,Manhattan,Brooklyn
03-03-2019 15:17,03-03-2019 15:34,2,3.1,13,3.25,0,19.55,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan
14-03-2019 21:09,14-03-2019 21:15,1,0.92,6,1.96,0,11.76,yellow,credit card,East Chelsea,Clinton West,Manhattan,Manhattan
18-03-2019 14:45,18-03-2019 14:52,5,0.9,6,1,0,10.3,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
18-03-2019 07:48,18-03-2019 07:52,2,0.83,5,1.66,0,9.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
20-03-2019 15:10,20-03-2019 16:06,1,15.58,52,11.06,0,66.36,yellow,credit card,Midtown East,JFK Airport,Manhattan,Queens
08-03-2019 19:10,08-03-2019 19:20,6,0.68,7.5,2.36,0,14.16,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
16-03-2019 17:37,16-03-2019 17:51,1,1.89,10.5,0,0,13.8,yellow,cash,Meatpacking/West Village West,Garment District,Manhattan,Manhattan
09-03-2019 12:06,09-03-2019 12:16,1,1.5,9,2.45,0,14.75,yellow,credit card,Yorkville West,Upper West Side North,Manhattan,Manhattan
12-03-2019 08:51,12-03-2019 08:56,1,0.8,5.5,1.76,0,10.56,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
27-03-2019 23:00,27-03-2019 23:11,1,2.4,10.5,2.86,0,17.16,yellow,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
18-03-2019 17:24,18-03-2019 17:37,1,4.82,15.5,3.96,0,23.76,yellow,credit card,Financial District North,Murray Hill,Manhattan,Manhattan
19-03-2019 07:58,19-03-2019 08:14,1,1.71,11,0,0,14.3,yellow,cash,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
17-03-2019 15:56,17-03-2019 16:04,4,1.3,7.5,0,0,10.8,yellow,cash,Garment District,Midtown North,Manhattan,Manhattan
29-03-2019 17:02,29-03-2019 17:08,1,0.8,6,1.5,0,11.8,yellow,credit card,Lincoln Square West,Upper West Side North,Manhattan,Manhattan
18-03-2019 22:24,18-03-2019 22:32,1,3.4,12,3.15,0,18.95,yellow,credit card,Lower East Side,Greenpoint,Manhattan,Brooklyn
07-03-2019 02:05,07-03-2019 02:20,1,5.21,17,6.24,0,27.04,yellow,credit card,Midtown South,Old Astoria,Manhattan,Queens
05-03-2019 21:46,05-03-2019 21:55,1,2.31,9.5,0,0,10.8,yellow,cash,East Elmhurst,Astoria,Queens,Queens
14-03-2019 23:37,15-03-2019 00:17,1,17.45,50.5,0,5.76,60.06,yellow,cash,Midtown Center,Howard Beach,Manhattan,Queens
13-03-2019 13:27,13-03-2019 13:40,1,1.82,10.5,2.76,0,16.56,yellow,credit card,Times Sq/Theatre District,Lincoln Square West,Manhattan,Manhattan
12-03-2019 16:04,12-03-2019 16:54,1,9.6,36,0,0,36.8,yellow,credit card,LaGuardia Airport,Crown Heights North,Queens,Brooklyn
09-03-2019 18:04,09-03-2019 18:24,1,1.7,13,4.85,0,21.15,yellow,credit card,West Village,Kips Bay,Manhattan,Manhattan
22-03-2019 14:18,22-03-2019 14:24,1,1.11,6,2.32,0,11.62,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
22-03-2019 08:03,22-03-2019 08:07,1,0.8,5.5,0,0,8.8,yellow,cash,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
25-03-2019 10:14,25-03-2019 10:22,1,0.7,6.5,0,0,9.8,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
31-03-2019 16:09,31-03-2019 16:25,2,2.36,12,3.06,0,18.36,yellow,credit card,Midtown South,Little Italy/NoLiTa,Manhattan,Manhattan
03-03-2019 17:14,03-03-2019 17:22,2,1.1,7.5,3,0,13.8,yellow,credit card,Lincoln Square East,Midtown Center,Manhattan,Manhattan
07-03-2019 18:44,07-03-2019 18:52,2,0.79,6.5,0,0,10.8,yellow,cash,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
20-03-2019 08:14,20-03-2019 08:18,1,0.5,4.5,1.95,0,9.75,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
