minutes_watched,days_engage,eng_quiz,eng_exam,eng_hub_qa,st_purch
4.3,1,0,0,0,0
2.1,1,0,0,0,0
6.4,2,1,0,0,0
0.0,0,0,1,0,0
48.1,3,0,0,0,0
44.4,1,1,1,0,0
41.4,1,1,0,0,0
0.3,2,0,0,0,0
20.3,1,0,1,0,0
23.4,2,0,1,0,0
113.8,2,0,1,0,0
73.1,3,0,1,0,0
0.2,1,0,0,0,0
0.0,0,0,1,0,0
0.0,0,0,1,0,0
41.7,2,1,0,0,0
6.8,1,1,0,0,0
0.4,1,0,0,0,0
1.2,1,0,0,0,0
28.2,1,1,0,0,0
10.6,2,1,0,0,0
14.6,1,0,0,0,0
17.200000000000003,5,0,0,0,0
79.3,3,1,1,0,0
240.4,6,1,1,0,0
28.6,2,1,0,0,0
406.2000000000001,4,1,1,1,1
17.7,3,1,0,0,0
15.8,1,0,0,0,0
8.8,1,0,0,0,0
8.1,1,0,0,0,0
7.699999999999999,2,0,0,0,0
1.5,1,0,0,0,0
6.5,1,1,0,0,0
13.7,1,1,0,0,0
32.4,2,0,0,0,0
3.5,1,0,0,0,0
0.3,1,0,0,0,0
256.4,7,1,1,1,0
0.1,1,0,0,0,0
1053.0,7,1,1,0,1
0.3,2,0,0,0,0
41.4,3,1,1,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
41.3,2,0,0,0,0
151.0,4,0,1,0,0
2.1,1,0,0,0,0
52.2,2,0,1,0,0
37.8,3,1,1,0,0
1.1,1,0,0,0,0
1.9,2,0,0,0,0
0.1,1,0,0,0,0
17.6,1,1,0,0,0
4.9,1,1,0,0,0
16.4,2,1,1,0,0
9.1,1,1,0,0,0
5.3,1,0,0,0,0
1.0,1,0,0,0,0
10.2,1,1,0,0,0
2.4,1,0,0,0,0
0.3,1,0,0,0,0
5.0,1,0,0,0,0
1020.6,59,1,1,0,1
272.1,9,1,1,0,1
0.3,1,0,0,0,0
61.0,2,1,0,0,0
0.5,1,0,0,0,0
6.6,1,1,0,0,0
40.3,2,0,0,0,0
19.6,1,1,0,0,0
54.1,2,1,0,0,0
1.4,1,0,0,0,0
0.7,1,0,0,0,0
123.7,6,1,0,0,0
0.8,1,0,0,0,0
3.5,1,0,0,0,0
20.8,1,1,0,0,0
6.5,1,0,0,0,0
23.0,4,0,0,0,0
0.1,1,0,0,0,0
942.0,31,1,1,0,1
51.5,4,1,0,0,0
32.4,1,1,0,0,0
1.2,1,0,0,0,0
24.3,2,1,0,0,0
0.1,1,0,0,0,0
0.4,2,0,0,0,0
0.1,1,0,0,0,0
3.7,1,0,0,0,0
0.1,1,0,0,0,0
0.5,1,0,0,0,0
10.0,1,1,0,0,0
7.7,1,0,0,0,0
0.0,1,0,1,0,0
2.0,1,0,0,0,0
1.7,1,0,0,0,0
6.9,2,0,0,0,0
3.7,3,0,0,0,0
1.3,1,0,0,0,0
4.7,1,0,1,0,0
25.1,1,1,0,0,0
10.4,1,1,0,0,0
39.1,2,1,1,0,0
0.3,1,0,0,0,0
18.9,1,1,0,0,0
4.8,1,0,0,0,0
4.2,1,0,0,0,0
11.2,2,1,0,0,0
0.3,1,0,0,0,0
6.4,2,0,0,0,0
0.5,1,0,0,0,0
3.0,1,0,0,0,0
3.9,1,0,0,0,0
4.7,1,0,0,0,0
9.0,3,0,0,0,0
0.1,1,0,0,0,0
180.5,11,1,1,0,1
7.4,1,0,0,0,0
0.5,1,0,0,0,0
41.5,2,1,1,0,0
0.2,1,0,0,0,0
0.1,1,1,0,0,0
8.0,2,1,0,0,0
6.800000000000001,2,0,0,0,0
2.2,1,0,0,0,0
262.9,4,1,1,0,0
10.7,1,0,0,0,0
5.0,1,0,0,0,0
723.6,23,1,1,0,1
82.3,7,1,0,0,0
0.9,1,0,0,0,0
26.2,5,1,0,0,0
80.2,2,1,0,0,0
18.0,2,0,0,0,0
2.8,1,0,0,0,0
0.4,1,0,0,0,0
24.0,3,1,0,0,0
1.6,2,0,0,0,0
16.200000000000003,2,1,0,0,0
1.7999999999999998,2,0,0,0,0
12.4,2,1,0,0,0
18.5,1,1,0,0,0
21.8,1,0,0,0,0
1.6,2,0,0,0,0
12.3,1,0,0,0,0
0.1,1,0,0,0,0
1.4,2,0,1,0,0
17.0,1,1,0,0,0
3.6,1,0,0,0,0
13.1,1,0,0,0,0
8.3,4,0,0,0,0
9.9,3,0,0,0,1
3.8,1,0,0,0,0
46.1,2,1,1,0,0
4.3,1,0,0,0,0
7.0,1,1,0,0,0
0.7,1,0,0,0,0
0.5,1,0,0,0,0
362.8,17,1,1,0,1
771.8,26,1,1,0,1
0.7,1,0,0,0,0
18.3,4,0,0,0,0
13.7,1,0,0,0,0
1.9,2,0,0,1,0
0.7,1,0,0,0,0
0.2,1,0,0,0,0
14.3,2,0,0,0,0
10.8,1,0,0,0,0
8.8,1,1,0,0,0
108.5,6,1,0,0,1
11.9,1,0,0,0,0
43.8,1,1,0,0,0
0.1,1,0,0,0,0
178.5,3,1,1,0,1
0.3,1,0,0,0,0
0.2,1,0,0,0,0
1.1,1,0,0,0,0
13.5,1,0,0,0,0
1.2,1,0,0,0,0
2.9,1,0,0,0,0
2.4,1,0,0,0,0
19.3,1,1,0,0,0
17.0,1,1,0,0,0
37.4,4,1,0,0,0
1.2,1,0,0,0,0
9.7,1,0,0,0,0
0.1,1,0,0,0,0
43.1,1,1,1,0,0
3.8,1,0,0,0,0
83.5,5,1,0,0,0
532.6,23,1,1,0,1
1.0,2,0,0,0,0
267.5,7,0,1,0,1
44.0,1,1,0,0,0
30.6,1,1,0,0,0
9.2,1,1,0,0,0
3.7,1,0,0,0,0
5312.3,49,1,1,0,0
45.9,3,1,1,0,0
1.0,1,0,0,0,0
2.1,1,0,0,0,0
0.3,1,0,0,0,0
2.8,1,0,0,0,0
0.1,1,0,0,0,0
1.6,1,0,0,0,0
2.2,1,0,0,0,0
55.900000000000006,3,1,0,0,0
44.0,2,1,0,0,0
0.0,0,0,1,0,0
1.9,1,0,0,0,0
1.2,1,0,0,0,0
0.2,1,0,0,0,0
738.6999999999999,38,1,1,0,1
14.8,1,0,0,0,0
32.6,1,1,0,0,0
57.2,5,0,0,0,1
9.4,1,0,0,0,0
0.0,2,0,1,0,0
13.2,2,0,0,0,0
188.2,4,1,1,0,1
10.3,1,1,0,0,0
26.0,1,0,0,0,0
17.1,1,0,0,0,0
59.7,3,1,1,0,0
13.0,2,0,0,0,0
99.5,5,1,1,0,0
242.0,8,1,0,0,1
214.4,8,1,1,0,1
0.1,1,0,0,0,0
35.2,1,1,0,0,0
0.7,1,0,0,0,0
14.0,1,1,0,0,0
3.5,1,0,0,0,0
6.7,1,0,0,0,0
1.0,1,0,0,0,0
588.2,29,1,1,0,1
27.6,1,1,0,0,0
35.3,1,0,1,0,0
0.2,1,0,1,0,0
34.1,2,0,1,0,0
5.4,1,1,0,0,0
1.5,1,0,0,0,0
4.1,1,0,0,0,0
0.3,1,0,0,0,0
17.799999999999997,2,1,0,0,0
0.1,1,0,0,0,0
39.6,3,1,0,0,0
2.2,3,1,0,0,0
0.0,1,0,1,0,0
1.0,1,0,0,0,0
0.2,1,0,0,0,0
0.4,1,0,0,0,0
6.6000000000000005,2,1,0,0,0
22.3,1,1,0,0,0
44.6,3,1,1,0,0
47.5,2,1,0,0,0
4.3,2,0,0,0,0
6.2,1,0,0,0,0
36.2,3,1,0,0,0
12.3,2,0,0,0,0
0.3,1,0,0,0,0
45.8,1,1,1,0,0
0.3,1,0,0,0,0
0.9,1,0,0,0,0
3.0,2,0,1,0,0
10.8,4,1,1,0,0
45.4,2,1,1,0,0
192.8,8,1,0,0,1
0.5,1,0,0,0,0
1.8,1,0,0,0,0
0.1,1,0,0,0,0
0.8,1,0,0,0,0
0.1,1,0,0,0,0
1.1,1,0,0,0,0
0.3,1,0,0,0,0
13.8,1,1,0,0,0
0.3,1,0,0,0,0
5.1,1,0,0,0,0
1.3,1,0,0,0,0
5.6,1,0,0,0,0
6.2,1,0,0,0,0
5.8,1,1,0,0,0
27.1,1,1,0,0,0
7.6,1,0,0,0,0
1.8,1,0,0,0,0
5.0,1,1,0,0,0
0.7,1,0,0,0,0
136.2,2,1,0,0,1
32.1,3,1,0,0,0
0.4,1,0,0,0,0
87.3,3,1,0,0,0
1.2,1,0,0,0,0
0.5,1,0,0,0,0
25.3,1,1,0,0,0
0.1,1,0,0,0,0
1.3,1,0,0,0,0
6.4,1,1,0,0,0
6.4,2,1,0,0,0
25.4,2,0,0,0,0
38.3,2,1,0,0,0
89.4,7,1,1,0,0
6.9,1,0,0,0,0
4.8,1,0,0,0,0
5.6,1,0,0,0,0
10.9,1,0,0,0,0
0.1,1,0,0,0,0
177.1,10,1,0,0,1
11.0,1,0,0,0,0
38.8,5,1,1,1,0
7.2,1,1,0,0,0
3.0,1,0,0,0,0
17.8,1,0,0,0,0
166.5,13,1,1,0,1
3060.3,44,1,1,0,1
179.9,10,0,0,0,0
41.5,2,1,1,0,0
9.3,2,1,0,0,0
49.0,2,0,0,0,1
50.4,2,0,0,0,1
57.3,2,1,0,0,0
6.4,1,1,0,0,0
1.0,1,0,0,0,0
1.1,1,0,0,0,0
20.5,2,0,0,0,0
0.8,1,0,0,0,0
0.5,1,0,0,0,0
183.0,6,1,1,0,1
1.8,1,0,1,0,0
39.9,1,1,1,0,0
0.0,1,0,1,0,0
34.3,1,0,0,0,0
491.1,8,1,1,1,0
37.2,2,1,1,0,0
76.7,1,1,1,0,0
3.1,1,0,0,0,0
0.4,1,0,0,0,0
0.7,1,0,0,0,0
1.3,1,0,0,0,0
9.4,1,0,0,0,0
32.9,1,0,0,0,0
65.7,1,1,0,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
305.8,4,1,0,0,0
6.800000000000001,2,1,0,0,0
3.6,1,0,0,0,0
18.3,1,0,0,0,0
3.7,1,0,0,0,0
1.9,2,0,0,0,0
0.3,1,0,0,0,0
24.5,3,1,0,0,0
0.3,1,0,0,0,0
0.2,1,0,0,0,0
1.6,1,0,0,0,0
3.2,1,0,0,0,0
45.9,1,1,1,0,0
6.4,1,1,0,0,0
1.2,1,0,0,0,0
1.8,1,0,0,0,0
13.0,2,0,0,0,0
17.9,4,1,0,0,0
5.6,1,0,0,0,0
17.2,2,1,0,0,0
148.70000000000002,5,1,1,0,0
3.2,1,0,0,0,0
34.3,1,1,0,0,0
0.3,1,0,0,0,0
0.6,1,0,0,0,0
0.4,1,0,0,0,0
0.1,1,0,0,0,0
0.4,1,0,0,0,0
561.3000000000001,5,1,1,0,0
0.0,0,0,1,0,0
1.2,1,0,0,0,0
364.3,9,1,1,0,1
20.7,4,1,0,0,0
27.9,2,0,0,0,0
63.8,6,0,0,0,0
0.3,1,0,0,0,0
1.1,1,0,0,0,0
0.9,1,0,0,0,0
4.4,1,0,0,0,0
0.3,1,1,0,0,0
129.0,1,1,0,0,0
42.0,1,1,1,0,0
397.1,21,1,1,0,1
62.4,4,1,1,0,1
34.5,1,0,0,0,0
32.2,2,1,0,0,1
0.5,1,0,0,0,0
37.1,1,1,1,0,0
37.2,2,0,0,0,0
14.0,2,1,0,0,1
40.9,2,1,0,0,1
2.7,1,1,0,0,0
42.1,1,0,0,0,0
124.3,2,1,0,0,0
1.5,1,0,0,0,0
1.2,1,0,0,0,0
0.6,1,0,0,0,0
1.0,1,1,0,0,0
0.6,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,1,0,0,0
20.7,1,1,0,0,0
3.4,2,0,1,0,0
122.0,4,0,1,0,1
0.8,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,0,0,0,0
111.6,8,1,0,0,0
0.0,1,1,0,0,0
0.3,1,0,0,0,0
8.2,5,0,0,0,0
7.2,1,0,0,0,0
0.2,1,0,0,0,0
64.2,5,1,0,0,0
6.6,2,1,0,0,0
44.1,1,0,0,0,0
1.5,1,0,0,0,0
0.1,1,0,0,0,0
45.7,2,1,0,0,0
131.7,2,1,1,0,0
0.4,1,0,0,0,0
1.8,1,0,0,0,0
1.5,1,1,0,0,0
4.6,1,0,0,0,0
2.9,1,0,0,0,0
91.6,8,1,0,0,1
36.1,1,0,0,0,0
11.3,1,0,0,0,0
71.1,4,1,1,0,0
11.0,2,1,0,0,0
8.0,3,1,0,0,1
2.2,1,0,0,0,0
57.4,2,1,1,0,0
537.3,24,1,1,0,1
1.4,1,0,0,0,0
1.4,2,0,1,0,0
9.8,1,1,0,0,0
0.1,1,1,0,0,0
45.4,1,0,1,0,0
0.6,1,0,0,0,0
339.5,15,1,1,0,1
33.2,1,1,0,0,0
35.0,1,1,0,0,0
14.1,1,1,0,0,0
78.3,3,1,0,0,0
14.2,1,0,0,0,0
64.9,8,1,0,0,0
39.3,1,1,0,0,0
0.4,2,0,0,0,0
0.1,1,0,0,0,0
142.5,4,1,1,0,1
2.5,1,0,0,0,0
37.1,3,0,0,0,0
59.8,4,1,1,0,0
1.9,2,0,0,0,0
896.0,30,1,1,0,1
0.2,1,0,0,0,0
0.1,1,0,0,0,0
35.8,2,1,0,0,0
0.0,2,0,1,0,0
6.1,1,1,0,0,0
0.7,1,0,0,0,0
11.4,1,1,0,0,0
2.0,1,0,0,0,0
27.0,2,1,0,0,0
1.3,1,0,0,0,0
0.2,1,0,0,0,0
9.1,2,0,0,0,0
6.2,1,0,0,0,0
49.8,2,1,0,0,0
0.3,1,0,0,0,0
3.5,2,0,0,0,0
17.8,1,1,0,0,0
0.8,1,0,0,0,0
3.6,1,0,0,0,0
41.9,1,1,0,0,0
531.1,12,1,1,0,1
0.0,1,0,1,0,0
73.0,2,1,0,0,0
3876.2,81,1,1,1,1
0.1,1,0,0,0,0
2.2,1,0,0,0,0
206.1,5,1,1,0,1
9.2,3,0,0,0,0
3.1,1,0,0,0,0
0.7,2,0,0,0,0
11.0,1,0,0,0,0
1710.3,23,1,1,0,1
0.6,1,0,0,0,0
34.5,1,1,0,0,0
42.5,1,1,1,0,0
30.9,1,0,1,0,1
1.2,1,0,0,0,0
466.0,14,0,1,0,1
3.6,1,0,0,0,0
0.9,1,0,0,0,0
83.1,17,0,0,1,1
30.0,5,0,0,0,0
8.2,1,0,0,0,0
69.7,1,0,0,0,0
202.8,4,0,1,0,0
0.1,1,0,1,0,0
38.5,1,1,1,0,0
6.6,1,0,0,0,0
464.3,13,1,1,0,1
0.4,1,0,0,0,0
109.0,3,1,0,0,0
43.3,2,1,1,0,0
33.3,1,0,0,0,0
7.0,1,0,0,0,0
68.8,6,1,0,0,0
51.4,3,1,1,0,0
12.2,1,1,0,0,0
18.2,1,1,0,0,0
5.8,1,0,0,0,0
0.3,1,0,0,0,0
1.2,1,0,0,0,0
1.1,1,0,0,0,0
884.8,28,1,1,0,1
34.099999999999994,2,0,0,0,0
1.6,1,0,0,0,0
33.5,2,0,1,0,0
50.0,2,1,0,0,0
1.4,1,0,0,0,0
28.1,1,0,0,0,0
1707.9,15,1,1,0,1
25.3,2,1,0,0,1
60.0,2,1,1,0,0
0.8,1,0,0,0,0
0.4,1,0,0,0,0
193.2,2,0,1,0,0
59.3,2,1,0,0,0
953.7,15,1,1,0,1
20.3,2,1,0,0,0
1.7,1,0,0,0,0
16.4,1,0,0,0,0
52.7,2,1,0,0,0
6.4,1,1,0,0,0
1061.8,27,1,1,0,0
11.5,1,1,0,0,0
0.2,1,0,0,0,0
307.0,4,0,1,0,0
1.0,2,0,0,0,0
0.6,1,0,0,0,0
38.6,1,1,1,0,0
2669.6,45,1,1,1,1
0.4,1,0,0,0,0
0.4,1,0,0,0,0
13.8,1,0,1,0,0
18.6,1,0,0,0,0
0.2,1,0,0,0,0
4.8,1,0,0,0,0
0.3,1,0,0,0,0
49.8,5,1,0,0,0
9.8,1,0,0,0,0
1.8,1,0,0,0,0
0.5,1,0,0,0,0
19.9,1,1,0,0,0
71.7,2,1,0,0,0
20.9,1,0,0,0,0
0.0,0,0,1,0,0
1.4,1,0,0,0,0
0.3,1,0,0,0,0
5.2,1,0,0,0,0
14.3,1,0,0,0,0
0.2,1,0,0,0,0
13.2,1,1,0,0,0
11.9,2,0,0,0,0
8.5,1,1,0,0,0
0.1,1,0,0,0,0
27.6,2,1,0,0,0
9.4,1,1,0,0,0
88.3,5,0,0,0,0
0.3,1,0,0,0,0
41.1,1,1,1,0,0
64.6,2,1,0,0,0
0.7,1,0,0,0,0
1506.3,29,1,1,0,1
10.4,1,1,0,0,0
46.5,2,1,1,0,0
0.7,1,0,0,0,0
292.0,18,1,1,0,1
4.2,1,0,0,0,0
0.5,1,0,0,0,0
0.0,1,0,1,0,0
20.1,2,1,0,0,0
0.3,1,0,0,0,0
54.6,4,1,1,0,0
9.3,1,1,0,0,0
19.6,3,0,0,0,0
970.8,19,0,0,0,1
280.2,13,1,1,0,1
1.2,1,0,0,0,0
18.3,2,1,0,0,0
0.0,1,0,1,0,0
15.4,1,0,0,0,0
0.2,1,0,0,0,0
44.9,3,1,0,0,0
1.2,1,0,0,0,0
0.2,1,0,0,0,0
0.3,1,0,0,0,0
7.0,1,1,0,0,0
71.7,3,1,0,0,0
51.1,3,1,0,0,0
601.8,21,1,1,0,1
24.2,1,1,0,0,1
33.1,1,0,0,0,0
10.7,1,0,0,0,0
1.3,1,0,0,0,0
913.5,21,1,1,0,1
1.2,1,0,0,0,0
6.3,1,1,0,0,0
27.3,1,1,0,0,0
2.3,1,0,0,0,0
53.900000000000006,5,1,0,0,0
34.2,1,1,0,0,0
44.7,2,1,1,0,0
43.8,3,1,1,0,0
44.8,3,1,0,0,1
43.4,2,1,0,0,0
1.7,1,0,0,0,0
6.2,1,0,0,0,0
63.00000000000001,3,1,0,0,0
13.0,5,1,0,0,0
11.0,1,0,0,0,0
28.2,1,0,0,0,0
5.9,1,0,0,0,0
840.7,30,1,1,0,1
31.7,4,0,0,0,0
39.2,1,1,0,0,0
6.6,1,0,0,0,0
1.6,2,0,0,0,0
280.9,17,1,0,0,1
43.8,2,1,1,0,0
5.1,2,0,0,0,0
0.7,1,0,0,0,0
0.1,1,0,0,0,0
0.3,2,0,0,0,0
4.9,1,0,0,0,0
3.0,1,0,0,0,0
40.6,1,1,1,0,0
132.2,6,1,0,0,0
333.5,7,1,1,0,0
30.500000000000004,3,1,0,0,0
18.8,2,1,0,0,0
92.6,3,0,0,0,1
2.9,1,0,0,0,0
105.2,8,1,1,0,1
52.4,1,0,0,0,0
23.5,1,0,0,0,0
6.1,1,0,0,0,0
11.5,1,0,0,0,0
0.6,1,0,0,0,0
36.4,1,1,1,0,0
103.5,3,1,1,0,0
41.0,1,1,1,0,0
5.0,1,1,0,0,0
7.3,1,0,0,0,0
27.9,1,1,0,0,0
0.0,1,1,0,0,0
177.2,3,0,0,0,0
2.3,1,0,0,0,0
0.0,0,1,0,0,0
6.7,1,0,0,0,0
5.4,1,0,0,0,0
7.5,1,0,0,0,0
71.8,4,1,0,0,0
44.1,2,1,1,0,0
4.2,1,0,0,0,0
4.1,2,0,0,0,0
33.7,2,1,0,0,0
183.0,7,0,1,0,0
21.5,1,1,0,0,0
6.2,1,1,0,0,0
25.0,2,1,0,0,0
1.9,1,0,0,0,0
43.8,4,1,1,0,0
4.1,1,0,0,0,0
3.1,1,0,0,0,0
1.4,1,0,0,0,0
81.4,3,0,0,0,0
1.6,1,0,0,0,0
57.3,3,0,0,0,0
8.6,1,1,0,0,0
67.19999999999999,3,1,1,0,1
229.8,20,1,1,0,1
1913.8,66,1,1,0,1
939.9,30,1,1,0,1
5.3,1,0,0,0,0
0.3,1,0,0,0,0
0.4,1,0,0,0,0
45.7,5,0,1,0,0
71.6,4,1,1,0,0
10.3,2,1,0,0,0
1.8,1,0,0,0,0
48.3,1,1,0,0,0
5.2,1,0,0,0,0
84.4,2,1,1,0,0
0.6,1,0,0,0,0
83.0,1,1,1,0,0
27.2,1,1,0,0,0
0.1,1,0,0,0,0
6.2,1,1,0,0,0
33.1,3,1,0,0,0
0.1,1,0,0,0,0
14.1,2,0,0,0,0
1.7,2,0,0,0,0
6.6,1,1,0,0,0
0.7,1,0,0,0,0
51.8,2,0,0,0,0
15.3,2,0,0,0,0
10.3,1,0,0,0,0
0.2,1,0,0,0,0
37.1,3,1,0,0,0
948.3,24,1,1,0,1
3.3,1,0,0,0,0
3950.1,55,1,1,1,1
19.9,1,1,0,0,0
0.1,1,0,0,0,0
0.8,1,0,0,0,0
9.0,1,0,0,0,0
0.8,1,0,0,0,0
7.0,1,1,0,0,0
22.5,1,1,0,0,0
1.6,1,0,0,0,0
47.0,2,1,0,0,0
0.2,1,0,0,0,0
0.2,1,0,0,0,0
1163.8,26,1,1,0,0
0.1,1,0,0,0,0
40.9,2,1,0,0,0
1.3,1,0,0,0,0
2.3,1,0,0,0,0
14.1,1,1,0,0,0
1.6,1,0,0,0,0
46.7,6,1,1,0,0
20.8,2,0,0,0,0
7.7,1,0,0,0,0
0.0,1,0,1,0,0
34.6,1,1,0,0,0
1.1,1,0,0,0,0
39.6,1,0,0,0,0
0.0,0,0,1,0,0
2257.6,4,0,0,0,0
1268.3000000000002,13,1,1,0,1
42.6,6,1,0,0,0
1.4,1,0,0,0,0
10.1,1,1,0,0,0
6.3,1,0,0,0,0
2.0,2,1,0,0,0
14.3,1,1,0,0,0
6.6,1,0,0,0,0
0.1,1,0,0,0,0
95.7,2,1,1,0,1
6.199999999999999,2,0,0,0,0
40.0,4,1,0,0,0
18.8,1,0,0,0,0
0.7,1,0,0,0,0
2.4,1,0,0,0,0
1.2,1,0,0,0,0
16.7,1,1,0,0,0
2.1,1,0,0,0,0
810.0,11,1,1,1,1
0.2,1,0,0,0,0
0.1,1,0,0,0,0
1.1,1,0,1,0,0
32.9,1,1,0,0,0
4.7,1,0,0,0,0
8.6,1,0,0,0,0
0.2,1,0,0,0,0
0.9,1,0,0,0,0
33.800000000000004,2,1,0,0,0
8.5,1,0,0,0,0
13.4,1,1,0,0,0
81.4,3,1,1,0,0
41.8,1,0,0,0,0
78.6,3,1,0,0,0
2.8,1,0,0,0,0
1.2,1,0,0,0,0
0.8,1,0,0,0,0
27.5,1,1,0,0,0
14.3,1,1,0,0,0
145.1,4,1,1,0,0
829.6,24,1,1,0,1
0.0,0,0,1,0,0
0.6,1,0,0,0,0
4.3,1,0,0,0,0
0.1,1,0,0,0,0
4.0,1,0,0,0,0
32.3,2,1,0,0,0
1.4,1,0,0,0,0
38.5,1,1,0,0,0
0.4,1,0,0,0,0
423.9,9,1,1,0,1
1.3,1,0,0,0,0
14.8,1,1,0,0,0
4.6,1,0,0,0,0
0.1,1,0,0,0,0
47.0,1,1,1,0,0
0.9,1,0,1,0,0
30.2,4,1,0,0,0
1.2,1,0,0,0,0
0.2,1,0,0,0,0
18.0,1,1,0,0,0
52.1,2,1,1,0,0
519.3,32,1,1,0,1
216.0,4,1,1,0,1
2.8,1,0,0,0,0
404.2,18,1,1,0,1
45.2,2,1,1,0,0
1.4,1,0,0,0,0
44.1,6,1,0,0,1
236.8,3,1,1,0,1
1.3,1,0,0,0,0
73.9,1,1,0,0,0
43.2,3,1,1,0,0
0.0,0,0,0,0,1
1.1,1,0,0,0,0
17.4,3,1,0,0,0
42.8,4,1,1,0,0
5.5,2,1,0,0,0
0.5,1,0,0,0,0
84.5,3,1,1,0,1
424.3,13,1,1,0,1
56.8,2,1,0,0,0
245.6,24,1,1,0,1
58.8,2,1,1,0,0
14.6,1,1,0,0,0
52.5,1,1,1,0,0
7.5,8,0,0,0,1
2.8,1,0,0,0,0
2.6,1,0,0,0,0
1393.4,48,1,1,0,1
149.0,2,1,1,0,0
2.0,1,1,0,0,0
0.2,1,0,0,0,0
12.0,1,0,0,0,0
50.4,4,1,1,0,0
36.6,1,1,0,0,0
11.8,1,0,0,0,0
1.7,1,0,0,0,0
0.2,1,0,0,0,0
30.3,2,1,0,0,0
18.7,1,0,0,0,0
2.3,1,0,0,0,0
41.2,2,1,1,0,0
4.6000000000000005,4,0,0,0,0
173.29999999999998,5,1,1,0,1
7.0,1,0,0,0,0
0.9,1,0,0,0,0
1.9,1,0,0,0,0
28.3,2,1,0,0,0
0.2,1,0,0,0,0
1.2,1,0,0,0,0
39.6,2,1,0,0,1
0.3,1,0,0,0,0
2.3,1,1,0,0,0
43.3,2,1,1,0,0
43.7,3,1,0,0,0
2.1,1,0,0,0,0
3.8,1,0,0,0,0
0.3,1,0,0,0,0
13.5,2,1,0,0,0
1.1,1,0,0,0,0
0.1,1,0,0,0,0
78.4,10,1,1,0,1
0.1,1,0,0,0,0
2.1,1,0,0,0,0
0.7,1,0,0,0,0
5.6,1,0,0,0,0
26.0,1,0,0,0,0
0.1,1,0,0,0,0
6.2,1,0,0,0,0
139.7,6,1,0,0,0
1141.7,6,1,1,0,0
0.1,1,0,0,0,0
107.2,10,1,0,0,1
84.8,5,1,1,0,1
0.1,1,0,0,0,0
15.7,1,1,0,0,0
43.3,1,1,1,0,0
2.9,1,0,0,0,0
28.4,1,1,0,0,0
18.700000000000003,2,0,0,0,0
2.7,1,0,0,0,0
0.2,1,0,0,0,0
1.8,2,0,0,0,0
57.5,1,1,1,0,0
5.6,1,1,0,0,0
0.4,1,0,0,0,0
7.300000000000001,4,0,0,0,0
24.9,1,0,1,0,0
9.7,1,1,0,0,0
6.2,1,0,0,0,0
0.5,1,0,0,0,0
3.7,2,0,0,0,0
6.4,1,0,0,0,0
6.6,1,1,0,0,0
80.9,3,1,1,0,0
13.7,2,0,0,0,0
0.3,1,0,0,0,0
41.3,3,0,0,0,0
11.8,3,0,0,0,0
208.9,11,1,1,0,1
18.4,1,1,0,0,0
10.5,1,1,0,0,0
0.6,1,0,0,0,0
0.0,0,0,0,0,1
29.5,2,1,1,0,0
14.7,3,1,0,0,0
6.2,1,1,0,0,0
11.9,1,0,0,0,0
38.1,3,1,0,0,0
0.1,1,0,0,0,0
1.1,1,0,0,0,0
2.4,1,0,0,0,0
0.6,1,0,0,0,0
1.7,1,0,0,0,0
49.1,2,1,0,0,0
57.2,2,0,0,0,0
5.3,1,0,0,0,0
202.9,7,1,1,0,0
10.0,1,1,0,0,0
20.8,3,1,0,0,0
1.1,1,0,0,0,0
41.2,9,1,1,0,0
1.2,1,0,0,0,0
1.2,1,0,0,0,0
0.3,1,0,0,0,0
75.9,7,1,0,0,0
8.5,1,0,0,0,0
41.4,3,0,1,0,0
0.1,1,0,0,0,0
49.7,1,1,0,0,0
5.8,1,0,0,0,0
251.4,2,1,0,0,1
153.7,9,0,0,0,1
106.1,8,1,1,0,1
1.2,1,0,0,0,0
35.3,2,1,1,0,0
0.7,1,0,0,0,0
3.0,2,0,0,0,0
427.3,5,1,1,0,0
6.6,1,1,0,0,0
32.8,3,1,0,0,0
18.7,2,0,0,0,0
0.1,1,0,0,0,0
10.4,1,1,0,0,0
718.1,40,1,1,0,1
414.0,13,1,1,0,0
0.5,1,0,0,0,0
2.7,1,0,0,0,0
3.8,1,0,0,0,0
0.7,1,0,1,0,0
302.1,9,1,1,0,0
91.7,1,1,0,0,0
115.7,6,1,0,0,0
0.5,1,1,1,0,0
94.7,2,0,1,0,0
23.0,1,0,0,0,0
0.2,1,0,0,0,0
13.5,1,0,0,0,0
9.4,1,0,0,0,0
83.4,4,1,1,0,0
1.0,1,0,0,0,0
23.5,2,0,0,0,0
0.6,1,0,0,0,0
1.4,1,0,0,0,0
1.9,2,0,0,0,0
4.9,2,0,0,0,0
1.7,1,0,0,0,0
0.5,1,0,0,0,0
48.4,4,1,1,0,0
334.7,5,0,1,0,0
14.1,2,0,1,0,0
3.4,1,0,0,0,0
121.8,6,1,0,0,0
15.5,1,0,0,0,0
0.4,1,0,0,0,0
22.5,9,1,1,0,0
0.4,1,0,0,0,0
2.3,1,0,0,0,0
1.5,1,0,0,0,0
8.4,3,1,0,0,0
